Year,Date,Home/Away,Opponent,Result,Score,Location
2015,10/03/2015,vs,Rhode Island,W,41-31,"Providence, R.I."
2015,10/10/2015,at,Holy Cross,W,25-24,"Worcester, Mass."
2015,10/17/2015,vs,Princeton,W,38-31,"Providence, R.I."
2015,10/24/2015,at,Cornell,W,44-24,"Ithaca, N.Y."
2015,10/31/2015,vs,Penn,L,28-48,"Providence, R.I."
2015,11/07/2015,at,Yale,L,14-41,"New Haven, Conn."
2015,11/14/2015,vs,Dartmouth,L,18-34,"Providence, R.I."
2015,11/20/2015,at,Columbia,W,28-23,"New York, N.Y."
2016,09/17/2016,at,Bryant,W,35-27,"Smithfield, R.I."
2016,09/24/2016,vs,Harvard,L,22-32,"Providence, R.I."
2016,10/01/2016,at,Rhode Island,L,13-28,"Kingston, R.I."
2016,10/08/2016,vs,Stetson,L,21-31,"Providence, R.I."
2016,10/15/2016,at,Princeton,L,7-31,"Princeton, N.J."
2016,10/22/2016,vs,Cornell,W,28-21,"Providence, R.I."
2016,10/29/2016,at,Penn,L,14-21,"Philadelphia, Pa."
2016,11/05/2016,vs,Yale,W,27-22,"Providence, R.I."
2016,11/12/2016,at,Dartmouth,W,24-21,"Hanover, N.H."
2016,11/19/2016,vs,Columbia,L,13-31,"Providence, R.I."
2017,09/16/2017,vs,Bryant,W,28-23,"Providence, R.I."
2017,09/23/2017,at,Harvard,L,28-45,"Boston, Mass."
2017,09/30/2017,vs,Rhode Island,W,24-21,"Providence, R.I."
2017,10/07/2017,at,Stetson,L,13-17,"DeLand, Fla."
2017,10/14/2017,vs,Princeton,L,0-53,"Providence, R.I."
2017,10/21/2017,at,Cornell,L,7-34,"Ithaca, N.Y."
2017,10/28/2017,vs,Penn,L,7-17,"Providence, R.I."
2017,11/03/2017,at,Yale,L,7-34,"New Haven, Conn."
2017,11/10/2017,vs,Dartmouth,L,10-33,"Boston, Mass. (Fenway Park)"
2017,11/18/2017,at,Columbia,L,6-24,"New York, N.Y."
2018,09/14/2018,at,Cal Poly,L,15-44,"San Luis Obispo, Calif."
2018,09/21/2018,vs,Harvard,L,17-31,"Providence, R.I."
2018,09/29/2018,vs,Georgetown,W,35-7,"Providence, R.I."
2018,10/06/2018,at,Rhode Island,L,0-48,"Kingston, R.I."
2018,10/13/2018,at,Princeton,L,10-48,"Princeton, N.J."
2018,10/20/2018,vs,Cornell,L,16-34,"Providence, R.I."
2018,10/27/2018,vs,Penn,L,7-13,"Providence, R.I."
2018,11/03/2018,at,Yale,L,16-46,"New Haven, Conn."
2018,11/10/2018,vs,Columbia,L,20-42,"Providence, R.I."
2018,11/17/2018,at,Dartmouth,L,7-49,"Hanover, N.H."
2019,09/21/2019,at,Bryant,W,35-30,"Smithfield, R.I."
2019,09/27/2019,at,Harvard,L,7-42,"Boston, Mass."
2019,10/05/2019,vs,Rhode Island,L,28-31,"Providence, R.I."
2019,10/12/2019,vs,Holy Cross,L,31-47,"Providence, R.I."
2019,10/19/2019,vs,Princeton,L,22-65,"Providence, R.I."
2019,10/26/2019,at,Cornell,L,35-37,"Ithaca, N.Y."
2019,11/02/2019,at,Penn,L,36-38,"Philadelphia, Pa."
2019,11/09/2019,vs,Yale,L,35-59,"Providence, R.I."
2019,11/16/2019,at,Columbia,W,48-24,"New York, N.Y."
2019,11/23/2019,vs,Dartmouth,L,23-29,"Providence, R.I."
2021,09/18/2021,vs,Rhode Island,L,24-45,"Providence, R.I."
2021,09/24/2021,at,Harvard,L,17-49,"Boston, Mass."
2021,10/02/2021,at,Bryant,L,29-36,"Smithfield, R.I."
2021,10/09/2021,vs,Colgate,W,31-10,"Providence, R.I."
2021,10/16/2021,vs,Princeton,L,42-56,"Providence, R.I."
2021,10/23/2021,at,Cornell,W,49-45,"Ithaca, N.Y."
2021,10/30/2021,at,Penn,L,17-45,"Philadelphia, Pa."
2021,11/06/2021,vs,Yale,L,38-63,"Providence, R.I."
2021,11/13/2021,at,Columbia,L,17-23,"New York, N.Y."
2021,11/20/2021,vs,Dartmouth,L,31-52,"Providence, R.I."
2022,09/17/2022,vs,Bryant,W,44-38,"Providence, R.I."
2022,09/24/2022,vs,Harvard,L,28-35,"Providence, R.I."
2022,10/01/2022,at,Rhode Island,L,10-38,"Kingston, R.I."
2022,10/08/2022,at,Central Connecticut State,W,27-20,"New Britain, Conn."
2022,10/14/2022,at,Princeton,L,19-35,"Princeton, N.J."
2022,10/22/2022,vs,Cornell,L,21-24,"Providence, R.I."
2022,10/29/2022,vs,Penn,W,34-31,"Providence, R.I."
2022,11/05/2022,at,Yale,L,17-69,"New Haven, Conn."
2022,11/12/2022,vs,Columbia,L,24-31,"Providence, R.I."
2022,11/19/2022,at,Dartmouth,L,7-30,"Hanover, N.H."
2023,09/16/2023,at,Bryant,W,29-25,"Smithfield, R.I."
2023,09/22/2023,at,Harvard,L,31-34,"Boston, Mass."
2023,09/30/2023,vs,Central Connecticut State,W,42-20,"Providence, R.I."
2023,10/07/2023,vs,Rhode Island,L,30-34,"Providence, R.I."
2023,10/14/2023,vs,Princeton,W,28-27,"Providence, R.I."
2023,10/21/2023,at,Cornell,L,14-36,"Ithaca, N.Y."
2023,10/27/2023,at,Penn,W,30-26,"Philadelphia, Pa."
2023,11/04/2023,vs,Yale,L,17-36,"Providence, R.I."
2023,11/11/2023,at,Columbia,W,21-14,"New York, N.Y."
2023,11/18/2023,vs,Dartmouth,L,13-38,"Providence, R.I."
2024,09/21/2024,at,Georgetown,W,26-14,"Washington, D.C."
2024,09/28/2024,vs,Harvard,W,31-28,"Providence, R.I."
2024,10/05/2024,vs,Bryant,L,35-42,"Providence, R.I."
2024,10/12/2024,at,Rhode Island,L,21-31,"Kingston, R.I."
2024,10/18/2024,at,Princeton,L,17-29,"Princeton, N.J."
2024,10/26/2024,vs,Cornell,W,23-21,"Providence, R.I."
2024,11/02/2024,vs,Penn,L,28-38,"Providence, R.I."
2024,11/09/2024,at,Yale,L,34-56,"New Haven, Conn."
2024,11/16/2024,vs,Columbia,L,12-21,"Providence, R.I."
2024,11/23/2024,at,Dartmouth,L,28-56,"Hanover, N.H."
2025,09/20/2025,vs,Georgetown,W,46-0,"Providence, R.I."
